package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable,distance_km
PKG000051,CUST0146,frecuente,2024-12-04,2.8,2.87,1.56,3.88,Callao,Centro,PerúGo,Normal,1,0,298.44907542762815
PKG000052,CUST1695,premium,2024-12-24,2.7,0.18,3.18,5.42,Lima,Centro,RapidBox,Normal,1,0,561.0188838583165
PKG000053,CUST0331,frecuente,2024-12-19,1.4,1.18,3.56,5.38,Junín,Centro,LogisticX,Normal,1,0,450.4303995068393
PKG000054,CUST0263,frecuente,2024-11-12,2.6,1.52,1.3,5.19,Lima,Centro,LogisticX,Express,1,0,182.210882476655
PKG000055,CUST0383,frecuente,2024-12-22,3.7,1.29,2.5,4.91,Callao,Centro,FastCargo,Normal,1,0,509.887075853881
PKG000056,CUST0804,frecuente,2024-02-23,4.5,3.43,3.33,3.7,Arequipa,Sur,RapidBox,Normal,0,0,18.531091790623126
PKG000057,CUST1096,premium,2024-04-29,4.7,1.43,0.53,2.35,Moquegua,Sur,PerúGo,Normal,0,0,43.62693892625349
PKG000058,CUST0417,nuevo,2024-01-28,5.9,0.4,1.28,2.66,Junín,Centro,RapidBox,Normal,0,0,9.256393137366391
PKG000059,CUST0671,nuevo,2024-07-17,1.0,0.51,1.28,2.8,Puno,Sur,EnvíaloYa,Normal,0,0,78.70641736061737
PKG000060,CUST0973,frecuente,2024-08-25,1.5,0.45,2.35,3.37,Lima,Centro,FastCargo,Normal,0,0,98.42605835884372
PKG000061,CUST0958,nuevo,2024-06-14,2.4,0.48,2.45,4.85,Lima,Centro,EnvíaloYa,Express,0,0,63.31208864176514
PKG000062,CUST1753,nuevo,2024-12-11,4.8,0.5,4.98,5.98,Lima,Centro,RapidBox,Normal,1,0,352.91157304818677
PKG000063,CUST0613,frecuente,2024-08-05,9.7,3.09,1.57,4.46,San Martín,Oriente,FastCargo,Express,0,0,88.24539990597403
PKG000064,CUST0863,nuevo,2024-06-20,0.7,1.99,3.9,4.08,Cajamarca,Norte,PerúGo,Normal,0,0,65.96056802684984
PKG000065,CUST0187,frecuente,2024-11-06,1.6,1.36,4.82,7.16,Tacna,Sur,FastCargo,Express,1,0,156.4814166415492
PKG000066,CUST1233,frecuente,2024-03-26,2.7,0.3,0.22,2.17,La Libertad,Norte,RapidBox,Normal,0,0,30.37962956412577
PKG000067,CUST1263,nuevo,2024-12-07,1.9,0.06,1.38,3.84,Lambayeque,Norte,FastCargo,Normal,1,0,324.09671915494624
PKG000068,CUST1063,frecuente,2024-02-15,2.1,1.65,2.06,3.06,Piura,Norte,FastCargo,Normal,0,0,15.495173762261802
PKG000069,CUST1840,frecuente,2024-12-30,7.8,0.4,3.3,6.19,Amazonas,Sierra,EnvíaloYa,Normal,1,0,866.8292679174639
PKG000070,CUST0361,frecuente,2024-12-04,1.1,0.95,1.64,3.92,Arequipa,Sur,EnvíaloYa,Normal,1,0,295.89675524830227
PKG000071,CUST1569,frecuente,2024-05-01,5.7,0.77,2.61,3.39,Lima,Centro,PerúGo,Normal,0,0,44.30788810117719
PKG000072,CUST0764,frecuente,2024-01-04,1.9,0.54,1.25,4.13,Lima,Centro,LogisticX,Express,0,0,1.107484075187095
PKG000073,CUST1204,nuevo,2024-12-09,0.5,0.21,1.42,3.89,Lima,Centro,EnvíaloYa,Normal,1,0,337.9793554972252
PKG000074,CUST1369,nuevo,2024-11-26,5.0,0.83,1.44,3.69,Callao,Centro,FastCargo,Normal,1,0,245.41918147740893
PKG000075,CUST1026,premium,2024-11-28,8.3,0.65,2.12,5.84,Ucayali,Oriente,EnvíaloYa,Express,1,0,261.1325817575998
PKG000076,CUST1923,frecuente,2024-12-04,1.1,0.36,2.25,4.27,Amazonas,Sierra,FastCargo,Normal,1,0,295.0429052087027
PKG000077,CUST1271,premium,2024-02-15,0.8,3.06,1.45,2.76,Tacna,Sur,PerúGo,Normal,0,1,15.38585310275927
PKG000078,CUST1106,frecuente,2024-08-06,0.9,0.66,2.42,3.39,Pasco,Centro,RapidBox,Normal,0,0,88.7785344832465
PKG000079,CUST1234,frecuente,2024-03-11,0.5,1.32,1.1,2.6,Ica,Sur,RapidBox,Normal,0,0,24.63002092088993
PKG000080,CUST1830,frecuente,2024-12-15,4.9,0.32,1.5,5.8,Ucayali,Oriente,PerúGo,Express,1,0,397.7059143316445
PKG000081,CUST1214,frecuente,2024-11-16,0.5,0.48,0.77,4.92,Cajamarca,Norte,LogisticX,Express,1,0,195.26023834247482
PKG000082,CUST0717,frecuente,2024-07-20,2.8,0.88,0.95,2.64,Arequipa,Sur,FastCargo,Normal,0,0,80.3637602502602
PKG000083,CUST0679,frecuente,2024-02-08,0.8,0.88,1.93,2.99,Lima,Centro,LogisticX,Normal,0,0,13.133613160956578
PKG000084,CUST0199,frecuente,2024-07-08,2.4,0.31,2.79,5.04,Lima,Centro,LogisticX,Express,0,0,74.49767008207074
PKG000085,CUST0441,frecuente,2024-07-17,1.6,1.2,1.57,2.94,Lima,Centro,RapidBox,Normal,0,0,78.66284263682627
PKG000086,CUST1633,nuevo,2024-11-29,2.2,0.39,0.62,3.26,Pasco,Centro,FastCargo,Normal,1,0,261.5751567915482
PKG000087,CUST1916,nuevo,2024-11-17,2.0,1.68,1.55,3.66,Lima,Centro,FastCargo,Normal,1,0,202.977871785204
PKG000088,CUST1353,frecuente,2024-12-18,4.3,1.94,3.57,5.36,Lima,Centro,RapidBox,Normal,1,0,436.45038248030295
PKG000089,CUST0930,frecuente,2024-10-15,1.9,0.77,3.17,3.84,Lima,Centro,EnvíaloYa,Normal,0,0,127.81322667526196
PKG000090,CUST0864,premium,2024-03-13,1.3,1.28,1.37,2.74,Amazonas,Sierra,FastCargo,Normal,0,0,25.47447872310038
PKG000091,CUST0152,frecuente,2024-11-27,3.6,1.2,2.03,4.04,Tacna,Sur,FastCargo,Normal,1,0,249.82526886331988
PKG000092,CUST1167,frecuente,2024-12-02,2.2,1.22,0.88,3.46,Piura,Norte,RapidBox,Normal,1,0,286.0785506153728
PKG000093,CUST1646,premium,2024-11-08,2.8,2.55,2.15,5.64,Lima,Centro,PerúGo,Express,1,0,164.77749897716575
PKG000094,CUST1986,nuevo,2024-12-04,1.7,2.02,1.68,3.94,Junín,Centro,LogisticX,Normal,1,0,294.7779933442729
PKG000095,CUST1060,frecuente,2024-10-28,2.0,0.3,1.19,2.87,San Martín,Oriente,EnvíaloYa,Normal,0,0,136.1629463020556
PKG000096,CUST1228,frecuente,2024-11-03,3.3,2.53,1.07,3.26,Lima,Centro,LogisticX,Normal,1,0,147.9357677554534
PKG000097,CUST0730,nuevo,2024-09-17,8.2,2.05,0.99,2.72,Ica,Sur,LogisticX,Normal,0,0,111.56283878168547
PKG000098,CUST1355,nuevo,2024-01-16,4.6,1.67,3.58,3.8,Loreto,Oriente,LogisticX,Normal,0,0,5.149554798022746
PKG000099,CUST0104,premium,2024-03-06,4.6,0.93,2.48,3.29,Callao,Centro,EnvíaloYa,Normal,0,0,22.833487038373168
PKG000100,CUST0665,nuevo,2024-01-20,0.5,0.64,0.72,2.37,Lambayeque,Norte,PerúGo,Normal,0,0,6.386736258610765
PKG000101,CUST0825,premium,2024-11-17,1.0,1.34,1.63,3.7,Lima,Centro,PerúGo,Normal,1,0,202.3459101855099
PKG000102,CUST1251,frecuente,2024-07-10,0.5,0.95,1.46,4.38,Lima,Centro,LogisticX,Express,0,0,75.47934175901997
PKG000103,CUST0030,frecuente,2024-11-02,0.5,0.73,3.77,6.52,Callao,Centro,LogisticX,Express,1,0,142.08743542683803
PKG000104,CUST1566,frecuente,2024-12-20,1.0,0.46,3.35,5.32,Callao,Centro,PerúGo,Normal,1,0,476.2531059691951
PKG000105,CUST0332,frecuente,2024-06-01,0.5,0.28,1.55,2.89,Huánuco,Centro,PerúGo,Normal,0,0,57.347764596659665
PKG000106,CUST0942,nuevo,2024-09-07,4.6,0.45,1.65,3.04,Junín,Centro,FastCargo,Normal,0,0,105.65639497653451
PKG000107,CUST1361,nuevo,2024-12-02,2.2,0.32,3.12,4.74,Lima,Centro,FastCargo,Normal,1,0,281.7498295077167
PKG000108,CUST0296,nuevo,2024-05-19,4.6,0.1,0.81,4.01,Lima,Centro,LogisticX,Express,0,0,51.961031383478804
PKG000109,CUST1196,frecuente,2024-02-16,2.9,1.31,2.61,3.34,Loreto,Oriente,FastCargo,Normal,0,0,16.020855710035274
PKG000110,CUST0311,frecuente,2024-06-25,3.9,0.82,1.16,2.72,Lima,Centro,FastCargo,Normal,0,0,68.42806077741142
PKG000111,CUST0644,premium,2024-04-08,4.8,0.22,0.72,2.43,Ica,Sur,LogisticX,Normal,0,0,35.16167170001257
PKG000112,CUST0197,frecuente,2024-12-23,3.8,1.3,0.96,4.07,Arequipa,Sur,FastCargo,Normal,1,0,530.990017176125
PKG000113,CUST0712,nuevo,2024-12-08,0.5,1.03,3.56,5.11,Lambayeque,Norte,LogisticX,Normal,1,0,330.1774160969139
PKG000114,CUST0746,premium,2024-11-17,2.3,1.62,1.36,3.54,Tacna,Sur,PerúGo,Normal,1,0,200.69883810410622
PKG000115,CUST1975,premium,2024-12-16,0.7,1.17,1.97,4.38,Amazonas,Sierra,LogisticX,Normal,1,0,410.3039461041626
PKG000116,CUST0202,frecuente,2024-12-08,0.5,10.97,0.58,3.38,Madre de Dios,Oriente,RapidBox,Normal,1,1,325.5937881481113
PKG000117,CUST0889,frecuente,2024-04-23,5.5,1.81,1.08,2.62,Junín,Centro,RapidBox,Normal,0,0,41.299095271727815
PKG000118,CUST1167,nuevo,2024-12-18,3.4,0.81,0.58,3.66,Puno,Sur,RapidBox,Normal,1,0,446.1626810471122
PKG000119,CUST1405,premium,2024-11-05,2.1,1.59,2.17,3.9,Tacna,Sur,EnvíaloYa,Normal,1,0,155.0199803932344
PKG000120,CUST0253,premium,2024-12-08,4.4,0.39,2.06,4.24,Lima,Centro,PerúGo,Normal,1,0,329.46965826071323
PKG000121,CUST0247,premium,2024-12-19,14.3,0.44,2.56,6.54,Lima,Centro,PerúGo,Express,1,0,452.84852985724626
PKG000122,CUST0844,frecuente,2024-07-12,0.8,0.74,0.59,2.45,Ancash,Centro,LogisticX,Normal,0,0,76.5461432836637
PKG000123,CUST1169,nuevo,2024-03-08,5.1,0.86,2.13,3.11,La Libertad,Norte,RapidBox,Normal,0,0,23.318432024770168
PKG000124,CUST1596,nuevo,2024-05-19,2.1,0.1,1.57,2.89,La Libertad,Norte,RapidBox,Normal,0,0,51.73734922787627
PKG000125,CUST0271,frecuente,2024-09-17,2.1,0.2,1.14,2.79,San Martín,Oriente,PerúGo,Normal,0,0,111.41153854972288
PKG000126,CUST1531,frecuente,2024-12-09,1.6,0.9,2.53,4.54,Ica,Sur,RapidBox,Normal,1,0,340.765945327789
PKG000127,CUST0471,premium,2024-12-15,1.8,0.51,2.4,4.59,Ayacucho,Sur,EnvíaloYa,Normal,1,0,394.26899437596666
PKG000128,CUST0858,nuevo,2024-01-05,2.8,0.46,2.02,3.01,Huánuco,Centro,LogisticX,Normal,0,0,1.3952818363301294
PKG000129,CUST0828,nuevo,2024-11-02,6.5,0.66,3.87,4.85,Tumbes,Norte,RapidBox,Normal,1,0,142.97523186771116
PKG000130,CUST0604,frecuente,2024-09-11,4.6,1.53,0.72,2.58,Lima,Centro,FastCargo,Normal,0,0,108.05466418373426
PKG000131,CUST0569,frecuente,2024-05-15,4.8,1.33,0.78,3.99,Tacna,Sur,PerúGo,Express,0,0,50.2334676551649
PKG000132,CUST1249,frecuente,2024-03-14,0.7,2.59,1.94,4.52,Arequipa,Sur,LogisticX,Express,0,0,25.536078309129362
PKG000133,CUST1715,nuevo,2024-07-24,1.7,0.78,2.0,4.66,Lima,Centro,LogisticX,Express,0,0,82.38171597248649
PKG000134,CUST0119,frecuente,2024-12-25,2.6,1.58,3.03,5.36,Lima,Centro,LogisticX,Normal,1,0,572.6242245382299
PKG000135,CUST0816,frecuente,2024-07-16,5.2,1.48,2.16,3.24,Callao,Centro,EnvíaloYa,Normal,0,0,78.07676057629487
PKG000136,CUST0661,frecuente,2024-11-03,5.4,2.94,0.61,2.99,Ancash,Centro,RapidBox,Normal,1,0,146.2905611520304
PKG000137,CUST0360,nuevo,2024-11-25,0.9,0.34,1.4,3.66,Lima,Centro,EnvíaloYa,Normal,1,0,242.81739537617096
PKG000138,CUST1983,frecuente,2024-08-09,1.1,0.47,1.92,3.14,Lima,Centro,LogisticX,Normal,0,0,90.39489979339247
PKG000139,CUST0119,frecuente,2024-12-28,1.2,0.9,0.32,4.13,Arequipa,Sur,LogisticX,Normal,1,0,713.5596276583399
PKG000140,CUST0130,nuevo,2024-12-27,3.2,4.76,3.16,5.63,Lima,Centro,RapidBox,Normal,1,0,656.4019729082796
PKG000141,CUST0751,nuevo,2024-06-02,2.1,5.62,3.79,5.51,La Libertad,Norte,LogisticX,Express,0,1,58.012258998441055
PKG000142,CUST1165,frecuente,2024-10-30,4.1,0.81,0.74,4.15,Madre de Dios,Oriente,EnvíaloYa,Express,0,0,137.53185569276945
PKG000143,CUST1662,frecuente,2024-07-02,4.9,0.49,1.3,2.79,Ancash,Centro,PerúGo,Normal,0,0,71.58609201580936
PKG000144,CUST1202,frecuente,2024-06-22,2.5,0.65,0.8,4.03,Cajamarca,Norte,FastCargo,Express,0,0,67.04993527621635
PKG000145,CUST1978,premium,2024-01-23,0.5,3.2,1.43,2.73,Callao,Centro,PerúGo,Normal,0,1,7.516895553104506
PKG000146,CUST1661,frecuente,2024-11-14,1.6,1.53,2.59,4.22,Cusco,Sur,LogisticX,Normal,1,0,188.09841419651863
PKG000147,CUST0978,frecuente,2024-11-01,6.0,0.52,1.47,3.47,Ayacucho,Sur,RapidBox,Normal,1,0,139.7039265659277
PKG000148,CUST0400,nuevo,2024-02-01,5.2,0.2,2.03,3.04,Arequipa,Sur,PerúGo,Normal,0,0,10.570217476078495
PKG000149,CUST0920,premium,2024-06-18,1.8,0.42,2.09,3.18,Lima,Centro,RapidBox,Normal,0,0,65.32518420207387
PKG000150,CUST0862,nuevo,2024-12-20,1.6,0.42,2.62,6.63,Lima,Centro,LogisticX,Express,1,0,477.77219021786806
PKG000151,CUST0905,nuevo,2024-05-26,1.5,0.31,2.33,3.27,Ica,Sur,EnvíaloYa,Normal,0,0,54.77211042841541
PKG000152,CUST1787,nuevo,2024-03-29,4.5,0.32,1.22,2.67,La Libertad,Norte,PerúGo,Normal,0,0,31.30617219709395
PKG000153,CUST1794,nuevo,2024-10-25,3.8,0.57,0.59,2.56,Lima,Centro,RapidBox,Normal,0,0,134.45442189472726
PKG000154,CUST1937,frecuente,2024-12-30,5.5,0.41,3.13,7.78,Piura,Norte,LogisticX,Express,1,0,848.8073965230519
PKG000155,CUST1947,nuevo,2024-05-27,4.3,0.49,0.79,4.01,Callao,Centro,EnvíaloYa,Express,0,0,55.42896271194524
PKG000156,CUST0064,nuevo,2024-11-22,1.8,0.4,1.3,3.56,Lima,Centro,LogisticX,Normal,1,0,223.03100205945867
PKG000157,CUST1483,nuevo,2024-12-02,2.1,2.26,2.07,4.15,Lima,Centro,PerúGo,Normal,1,0,286.7775252478926
PKG000158,CUST1389,nuevo,2024-05-24,8.2,1.45,1.92,3.07,Lima,Centro,PerúGo,Normal,0,0,54.266634467161154
PKG000159,CUST0265,premium,2024-11-28,2.5,0.72,1.0,3.47,Lima,Centro,LogisticX,Normal,1,0,260.5497856984632
PKG000160,CUST1566,nuevo,2024-08-12,3.5,1.34,1.24,2.8,Lima,Centro,LogisticX,Normal,0,0,91.7045598528608
PKG000161,CUST0952,premium,2024-11-17,1.4,1.03,2.23,5.77,Lima,Centro,LogisticX,Express,1,0,200.10074954635425
PKG000162,CUST1759,nuevo,2024-11-17,7.8,2.39,2.2,4.03,Lima,Centro,PerúGo,Normal,1,0,200.76756542752764
PKG000163,CUST1365,premium,2024-11-05,5.3,0.43,5.89,6.04,Lima,Centro,EnvíaloYa,Normal,1,0,153.47704999046977
PKG000164,CUST1316,nuevo,2024-02-25,2.4,0.57,2.19,3.13,Arequipa,Sur,FastCargo,Normal,0,0,18.92583176232419
PKG000165,CUST1874,frecuente,2024-12-11,1.4,1.05,1.25,3.85,Arequipa,Sur,FastCargo,Normal,1,0,360.7289588492594
PKG000166,CUST0263,nuevo,2024-07-14,2.0,0.63,1.33,2.82,Arequipa,Sur,FastCargo,Normal,0,0,77.36205873347932
PKG000167,CUST1986,nuevo,2024-04-23,2.0,2.11,3.25,5.21,Arequipa,Sur,LogisticX,Express,0,0,41.286421321511305
PKG000168,CUST0865,premium,2024-01-25,1.0,1.6,2.17,3.1,Lima,Centro,LogisticX,Normal,0,0,8.325951958869041
PKG000169,CUST1748,premium,2024-11-12,1.5,0.79,0.91,3.23,Lima,Centro,LogisticX,Normal,1,0,178.75568091891668
PKG000170,CUST1478,frecuente,2024-11-22,1.0,0.53,3.77,4.99,San Martín,Oriente,PerúGo,Normal,1,0,226.37034685346978
PKG000171,CUST1178,premium,2024-01-11,3.2,0.7,0.62,3.82,Lima,Centro,LogisticX,Express,0,0,3.345389511694124
PKG000172,CUST1751,premium,2024-11-02,1.5,0.43,2.11,3.84,Arequipa,Sur,FastCargo,Normal,1,0,143.52611690989767
PKG000173,CUST1466,frecuente,2024-05-18,10.5,0.54,1.74,2.97,Lima,Centro,PerúGo,Normal,0,0,51.36482941099153
PKG000174,CUST1726,nuevo,2024-11-18,0.5,0.59,0.35,2.98,Cusco,Sur,FastCargo,Normal,1,0,207.22486830953838
PKG000175,CUST1655,premium,2024-04-16,1.6,0.33,1.93,3.04,Cajamarca,Norte,PerúGo,Normal,0,0,38.32084450782675
PKG000176,CUST1309,frecuente,2024-11-24,1.6,1.61,2.77,4.43,Arequipa,Sur,LogisticX,Normal,1,0,234.8425055135438
PKG000177,CUST0785,frecuente,2024-08-23,0.8,1.41,2.54,4.97,Lima,Centro,LogisticX,Express,0,0,97.79174019622036
PKG000178,CUST0384,nuevo,2024-12-24,0.9,0.43,0.66,5.67,Ucayali,Oriente,LogisticX,Express,1,0,552.0687635608614
PKG000179,CUST0800,frecuente,2024-03-24,6.5,5.71,0.85,2.48,Lima,Centro,RapidBox,Normal,0,1,29.58888268785579
PKG000180,CUST0196,nuevo,2024-07-27,0.7,0.42,1.01,2.67,Lima,Centro,PerúGo,Normal,0,0,83.42648679903435
PKG000181,CUST0391,frecuente,2024-03-10,3.7,1.33,1.16,4.13,Callao,Centro,FastCargo,Express,0,0,24.088857007399284
PKG000182,CUST0997,nuevo,2024-12-22,3.3,0.43,4.82,7.99,Lima,Centro,LogisticX,Express,1,0,517.2380794301447
PKG000183,CUST0870,nuevo,2024-12-17,3.2,0.51,4.09,5.62,Amazonas,Sierra,PerúGo,Normal,1,0,419.6667414321988
PKG000184,CUST1173,premium,2024-06-06,2.1,1.39,0.66,2.45,Arequipa,Sur,PerúGo,Normal,0,0,59.66547401229778
PKG000185,CUST0676,frecuente,2024-11-20,4.5,0.76,1.59,3.71,Lima,Centro,RapidBox,Normal,1,0,215.7525478087829
PKG000186,CUST0270,nuevo,2024-12-09,3.7,3.69,1.35,3.86,Junín,Centro,EnvíaloYa,Normal,1,0,339.89681452784424
PKG000187,CUST0329,nuevo,2024-11-07,0.8,0.22,2.53,4.13,Lima,Centro,FastCargo,Normal,1,0,162.02647213730162
PKG000188,CUST0284,nuevo,2024-11-04,1.5,0.14,0.86,4.87,Arequipa,Sur,LogisticX,Express,1,0,150.85588203878922
PKG000189,CUST0043,premium,2024-05-27,4.3,0.67,0.76,2.49,Cusco,Sur,FastCargo,Normal,0,0,55.37540908758063
PKG000190,CUST1997,premium,2024-02-26,2.4,4.55,2.54,3.31,Arequipa,Sur,FastCargo,Normal,0,1,19.545228094988147
PKG000191,CUST1011,premium,2024-12-19,2.3,1.02,2.21,4.62,Lima,Centro,RapidBox,Normal,1,0,455.02464503890457
PKG000192,CUST1930,nuevo,2024-12-19,5.1,0.32,2.16,4.6,Junín,Centro,FastCargo,Normal,1,0,461.35488552968536
PKG000193,CUST1424,frecuente,2024-11-17,0.7,3.56,1.88,3.84,Lima,Centro,PerúGo,Normal,1,0,200.53398389657696
PKG000194,CUST0785,premium,2024-07-25,3.8,0.23,1.73,4.53,Arequipa,Sur,FastCargo,Express,0,0,82.80930196226478
